,Bat1,Runs,BF,SR,4s,6s,Opposition,Ground,Batsman
427,7*,7,3,233.33,1,0,Bangladesh,Dhaka,Andre Russell
428,-1,0,0,0.0,0,0,Bangladesh,Dhaka,Andre Russell
429,2,2,5,40.0,0,0,Bangladesh,Chattogram,Andre Russell
430,22,22,20,110.0,2,1,India,Cuttack,Andre Russell
431,11,11,13,84.61,2,0,India,Visakhapatnam,Andre Russell
432,40*,40,18,222.22,4,2,India,Ahmedabad,Andre Russell
433,29,29,24,120.83,1,3,India,Indore,Andre Russell
434,53,53,42,126.19,5,3,India,Chennai,Andre Russell
435,1,1,4,25.0,0,0,Australia,Kingstown,Andre Russell
436,-1,0,0,0.0,0,0,Australia,Kingstown,Andre Russell
437,37,37,42,88.09,3,1,Australia,Kingstown,Andre Russell
438,34,34,32,106.25,4,0,Australia,Gros Islet,Andre Russell
439,41,41,33,124.24,6,0,Australia,Gros Islet,Andre Russell
440,7,7,13,53.84,1,0,England,Southampton,Andre Russell
441,-1,0,0,0.0,0,0,New Zealand,Kingston,Andre Russell
442,-1,0,0,0.0,0,0,New Zealand,Kingston,Andre Russell
443,42*,42,24,175.0,3,4,New Zealand,Basseterre,Andre Russell
444,29,29,16,181.25,2,2,New Zealand,Basseterre,Andre Russell
445,59*,59,40,147.5,6,3,New Zealand,Basseterre,Andre Russell
446,0.0,0,3,0.0,0,0,Bangladesh,Khulna,Andre Russell
447,9,9,15,60.0,1,0,Bangladesh,Khulna,Andre Russell
448,0.0,0,4,0.0,0,0,Bangladesh,Dhaka,Andre Russell
449,43,43,31,138.7,6,1,Australia,Canberra,Andre Russell
450,18,18,17,105.88,1,1,Australia,Sydney,Andre Russell
453,6*,6,3,200.0,1,0,New Zealand,Hamilton,Andre Russell
454,1,1,2,50.0,0,0,India,Kochi,Andre Russell
455,4,4,6,66.66,0,0,India,Delhi,Andre Russell
456,46.0,46,23,200.0,6,3,India,Dharamsala,Andre Russell
457,19,19,8,237.5,1,2,South Africa,Durban,Andre Russell
458,0.0,0,1,0.0,0,0,South Africa,Johannesburg,Andre Russell
459,16,16,25,64.0,2,0,South Africa,East London,Andre Russell
460,64*,64,40,160.0,5,5,South Africa,Port Elizabeth,Andre Russell
461,24.0,24,12,200.0,4,1,South Africa,Centurion,Andre Russell
463,42*,42,13,323.07,3,4,Pakistan,Christchurch,Andre Russell
465,0.0,0,3,0.0,0,0,South Africa,Sydney,Andre Russell
466,8,8,8,100.0,0,1,India,Perth,Andre Russell
468,20.0,20,11,181.81,1,2,New Zealand,Wellington,Andre Russell
469,41,41,24,170.83,3,3,Sri Lanka,Colombo (RPS),Andre Russell
470,13,13,12,108.33,1,1,Bangladesh,Providence,Andre Russell
474,2,2,5,40.0,0,0,Bangladesh,Dhaka,Angelo Mathews
475,6,6,9,66.66,0,0,India,Colombo (RPS),Angelo Mathews
476,43,43,50,86.0,3,0,Pakistan,Dambulla,Angelo Mathews
477,-1,0,0,0.0,0,0,Pakistan,Dambulla,Angelo Mathews
478,-1,0,0,0.0,0,0,Pakistan,Dambulla,Angelo Mathews
479,8,8,10,80.0,1,0,Pakistan,Colombo (RPS),Angelo Mathews
480,5.0,5,9,55.55,1,0,Pakistan,Colombo (RPS),Angelo Mathews
481,51,51,60,85.0,4,0,New Zealand,Colombo (RPS),Angelo Mathews
482,19,19,37,51.35,1,0,India,Colombo (RPS),Angelo Mathews
483,14,14,11,127.27,1,1,India,Colombo (RPS),Angelo Mathews
484,15,15,14,107.14,0,0,South Africa,Centurion,Angelo Mathews
485,52.0,52,73,71.23,6,0,England,Johannesburg,Angelo Mathews
486,2,2,11,18.18,0,0,New Zealand,Johannesburg,Angelo Mathews
487,38,38,33,115.15,2,0,India,Rajkot,Angelo Mathews
488,37*,37,25,148.0,4,0,India,Nagpur,Angelo Mathews
489,75.0,75,95,78.94,2,2,India,Bulawayo,Angelo Mathews
491,55*,55,61,90.16,4,0,Pakistan,Dambulla,Angelo Mathews
492,42*,42,41,102.43,1,1,Bangladesh,Dambulla,Angelo Mathews
493,-1,0,0,0.0,0,0,India,Dambulla,Angelo Mathews
494,0.0,0,2,0.0,0,0,India,Dambulla,Angelo Mathews
495,0.0,0,1,0.0,0,0,New Zealand,Dambulla,Angelo Mathews
496,15,15,26,57.69,2,0,India,Dambulla,Angelo Mathews
497,-1,0,0,0.0,0,0,New Zealand,Dambulla,Angelo Mathews
498,-1,0,0,0.0,0,0,India,Dambulla,Angelo Mathews
499,1,1,4,25.0,0,0,India,Dambulla,Angelo Mathews
500,77*,77,84,91.66,8,1,Australia,Melbourne,Angelo Mathews
501,17*,17,11,154.54,2,0,Australia,Sydney,Angelo Mathews
502,9,9,16,56.25,0,0,Australia,Brisbane,Angelo Mathews
503,-1,0,0,0.0,0,0,West Indies,Colombo (SSC),Angelo Mathews
504,-1,0,0,0.0,0,0,West Indies,Colombo (SSC),Angelo Mathews
505,36*,36,22,163.63,1,1,West Indies,Colombo (SSC),Angelo Mathews
507,18,18,20,90.0,2,0,Pakistan,Colombo (RPS),Angelo Mathews
509,-1,0,0,0.0,0,0,Australia,Colombo (RPS),Angelo Mathews
511,41*,41,35,117.14,4,0,New Zealand,Mumbai,Angelo Mathews
512,-1,0,0,0.0,0,0,England,Colombo (RPS),Angelo Mathews
513,14*,14,18,77.77,1,1,New Zealand,Colombo (RPS),Angelo Mathews
514,16,16,16,100.0,3,0,England,The Oval,Angelo Mathews
515,46*,46,30,153.33,7,0,England,Leeds,Angelo Mathews
516,1*,1,21,4.76,0,0,England,Lord's,Angelo Mathews
517,39,39,49,79.59,1,2,England,Nottingham,Angelo Mathews
518,62.0,62,64,96.87,6,0,England,Manchester,Angelo Mathews
520,15,15,18,83.33,3,0,Australia,Pallekele,Angelo Mathews
521,35.0,35,62,56.45,1,0,Australia,Hambantota,Angelo Mathews
522,6,6,6,100.0,0,0,Australia,Colombo (RPS),Angelo Mathews
523,26,26,49,53.06,2,0,Australia,Colombo (RPS),Angelo Mathews
524,10.0,10,31,32.25,0,0,Pakistan,Dubai (DSC),Angelo Mathews
525,3,3,4,75.0,0,0,Pakistan,Dubai (DSC),Angelo Mathews
526,32*,32,40,80.0,2,1,Pakistan,Dubai (DSC),Angelo Mathews
527,0.0,0,4,0.0,0,0,Pakistan,Sharjah,Angelo Mathews
528,61,61,101,60.39,2,2,Pakistan,Abu Dhabi,Angelo Mathews
529,0.0,0,2,0.0,0,0,South Africa,Paarl,Angelo Mathews
530,28.0,28,29,96.55,1,1,South Africa,East London,Angelo Mathews
531,15,15,14,107.14,2,0,South Africa,Bloemfontein,Angelo Mathews
532,21*,21,25,84.0,0,0,South Africa,Kimberley,Angelo Mathews
533,6,6,5,120.0,1,0,South Africa,Johannesburg,Angelo Mathews
534,33*,33,28,117.85,2,0,India,Perth,Angelo Mathews
535,64.0,64,76,84.21,4,1,Australia,Perth,Angelo Mathews
536,17,17,30,56.66,1,0,India,Adelaide,Angelo Mathews
537,-1,0,0,0.0,0,0,Australia,Sydney,Angelo Mathews
538,49*,49,37,132.43,4,1,India,Brisbane,Angelo Mathews
539,24.0,24,31,77.41,1,0,Australia,Hobart,Angelo Mathews
540,14,14,10,140.0,1,0,India,Hobart,Angelo Mathews
541,5.0,5,8,62.5,0,0,Australia,Melbourne,Angelo Mathews
542,0.0,0,5,0.0,0,0,Pakistan,Pallekele,Angelo Mathews
543,-1,0,0,0.0,0,0,Pakistan,Pallekele,Angelo Mathews
544,-1,0,0,0.0,0,0,Pakistan,Colombo (RPS),Angelo Mathews
545,10*,10,11,90.9,0,0,Pakistan,Colombo (RPS),Angelo Mathews
546,80*,80,76,105.26,4,2,Pakistan,Colombo (RPS),Angelo Mathews
547,7,7,17,41.17,0,0,India,Hambantota,Angelo Mathews
548,-1,0,0,0.0,0,0,India,Hambantota,Angelo Mathews
549,71*,71,57,124.56,5,1,India,Colombo (RPS),Angelo Mathews
550,14,14,34,41.17,1,0,India,Colombo (RPS),Angelo Mathews
551,13,13,16,81.25,2,0,India,Pallekele,Angelo Mathews
552,7*,7,13,53.84,0,0,New Zealand,Pallekele,Angelo Mathews
553,54*,54,47,114.89,7,0,New Zealand,Pallekele,Angelo Mathews
554,2*,2,4,50.0,0,0,New Zealand,Hambantota,Angelo Mathews
555,0.0,0,4,0.0,0,0,New Zealand,Hambantota,Angelo Mathews
556,12,12,14,85.71,0,0,Australia,Melbourne,Angelo Mathews
557,-1,0,0,0.0,0,0,Australia,Adelaide,Angelo Mathews
558,0.0,0,1,0.0,0,0,Australia,Brisbane,Angelo Mathews
559,-1,0,0,0.0,0,0,Australia,Sydney,Angelo Mathews
560,67.0,67,79,84.81,7,0,Australia,Hobart,Angelo Mathews
561,-1,0,0,0.0,0,0,Bangladesh,Hambantota,Angelo Mathews
562,-1,0,0,0.0,0,0,Bangladesh,Hambantota,Angelo Mathews
563,6,6,9,66.66,0,0,Bangladesh,Pallekele,Angelo Mathews
564,9,9,34,26.47,1,0,New Zealand,Cardiff,Angelo Mathews
565,-1,0,0,0.0,0,0,England,The Oval,Angelo Mathews
566,12,12,20,60.0,1,0,Australia,The Oval,Angelo Mathews
567,51,51,89,57.3,1,1,India,Cardiff,Angelo Mathews
568,55*,55,77,71.42,5,0,West Indies,Kingston,Angelo Mathews
569,44*,44,29,151.72,4,1,India,Kingston,Angelo Mathews
570,30.0,30,27,111.11,2,2,West Indies,Port of Spain,Angelo Mathews
571,10.0,10,11,90.9,2,0,India,Port of Spain,Angelo Mathews
572,10.0,10,24,41.66,0,0,India,Port of Spain,Angelo Mathews
573,14,14,20,70.0,1,0,South Africa,Pallekele,Angelo Mathews
574,-1,0,0,0.0,0,0,South Africa,Pallekele,Angelo Mathews
575,23,23,22,104.54,1,1,South Africa,Colombo (RPS),Angelo Mathews
576,74*,74,64,115.62,9,1,New Zealand,Hambantota,Angelo Mathews
577,-1,0,0,0.0,0,0,New Zealand,Hambantota,Angelo Mathews
578,0.0,0,1,0.0,0,0,New Zealand,Dambulla,Angelo Mathews
579,31,31,32,96.87,2,1,Pakistan,Sharjah,Angelo Mathews
580,47,47,44,106.81,2,0,Pakistan,Dubai (DSC),Angelo Mathews
581,44.0,44,51,86.27,1,3,Pakistan,Sharjah,Angelo Mathews
582,38,38,46,82.6,2,1,Pakistan,Abu Dhabi,Angelo Mathews
583,8,8,31,25.8,0,0,Pakistan,Abu Dhabi,Angelo Mathews
584,3,3,15,20.0,0,0,Bangladesh,Dhaka,Angelo Mathews
585,56*,56,39,143.58,6,1,Bangladesh,Dhaka,Angelo Mathews
586,20*,20,26,76.92,0,1,Bangladesh,Dhaka,Angelo Mathews
587,55*,55,50,110.0,5,1,Pakistan,Fatullah,Angelo Mathews
588,6,6,18,33.33,0,0,India,Fatullah,Angelo Mathews
589,45*,45,41,109.75,4,0,Afghanistan,Dhaka,Angelo Mathews
590,74*,74,103,71.84,7,1,Bangladesh,Dhaka,Angelo Mathews
591,16*,16,13,123.07,2,0,Pakistan,Dhaka,Angelo Mathews
593,18,18,21,85.71,2,0,England,The Oval,Angelo Mathews
594,30.0,30,35,85.71,2,0,England,Chester-le-Street,Angelo Mathews
595,11,11,12,91.66,2,0,England,Manchester,Angelo Mathews
596,30.0,30,30,100.0,4,0,England,Lord's,Angelo Mathews
597,42*,42,34,123.52,6,0,England,Birmingham,Angelo Mathews
598,13,13,13,100.0,1,0,South Africa,Colombo (RPS),Angelo Mathews
599,34,34,38,89.47,1,1,South Africa,Pallekele,Angelo Mathews
600,58,58,81,71.6,5,1,South Africa,Hambantota,Angelo Mathews
601,89,89,85,104.7,9,2,Pakistan,Hambantota,Angelo Mathews
602,93,93,115,80.86,8,0,Pakistan,Hambantota,Angelo Mathews
603,0*,0,1,0.0,0,0,Pakistan,Dambulla,Angelo Mathews
604,23,23,32,71.87,3,0,India,Cuttack,Angelo Mathews
605,92*,92,101,91.08,10,1,India,Ahmedabad,Angelo Mathews
606,10.0,10,14,71.42,1,0,India,Hyderabad (Deccan),Angelo Mathews
607,75.0,75,68,110.29,9,1,India,Kolkata,Angelo Mathews
608,139*,139,116,119.82,6,10,India,Ranchi,Angelo Mathews
609,33,33,24,137.5,1,3,England,Colombo (RPS),Angelo Mathews
610,-1,0,0,0.0,0,0,England,Colombo (RPS),Angelo Mathews
611,37,37,45,82.22,3,0,England,Hambantota,Angelo Mathews
612,51*,51,60,85.0,5,0,England,Colombo (RPS),Angelo Mathews
613,40.0,40,76,52.63,4,0,England,Pallekele,Angelo Mathews
614,1,1,5,20.0,0,0,England,Pallekele,Angelo Mathews
615,20.0,20,27,74.07,1,0,England,Colombo (RPS),Angelo Mathews
616,15,15,33,45.45,2,0,New Zealand,Christchurch,Angelo Mathews
617,39*,39,46,84.78,5,1,New Zealand,Hamilton,Angelo Mathews
618,-1,0,0,0.0,0,0,New Zealand,Auckland,Angelo Mathews
619,0.0,0,1,0.0,0,0,New Zealand,Nelson,Angelo Mathews
620,46.0,46,52,88.46,5,0,New Zealand,Christchurch,Angelo Mathews
621,44.0,44,81,54.32,2,0,Afghanistan,Dunedin,Angelo Mathews
622,-1,0,0,0.0,0,0,Bangladesh,Melbourne,Angelo Mathews
623,-1,0,0,0.0,0,0,England,Wellington,Angelo Mathews
624,35.0,35,31,112.9,2,1,Australia,Sydney,Angelo Mathews
626,19,19,32,59.37,1,0,South Africa,Sydney,Angelo Mathews
627,38,38,54,70.37,5,0,Pakistan,Dambulla,Angelo Mathews
628,8,8,11,72.72,0,0,Pakistan,Pallekele,Angelo Mathews
629,4,4,13,30.76,0,0,Pakistan,Colombo (RPS),Angelo Mathews
630,12,12,23,52.17,0,0,Pakistan,Colombo (RPS),Angelo Mathews
631,70*,70,40,175.0,8,2,Pakistan,Hambantota,Angelo Mathews
632,13,13,17,76.47,1,0,West Indies,Colombo (RPS),Angelo Mathews
633,-1,0,0,0.0,0,0,West Indies,Colombo (RPS),Angelo Mathews
634,27*,27,33,81.81,1,0,West Indies,Pallekele,Angelo Mathews
635,0.0,0,1,0.0,0,0,New Zealand,Christchurch,Angelo Mathews
636,17,17,22,77.27,2,0,New Zealand,Christchurch,Angelo Mathews
637,-1,0,0,0.0,0,0,New Zealand,Nelson,Angelo Mathews
638,-1,0,0,0.0,0,0,New Zealand,Nelson,Angelo Mathews
639,95.0,95,116,81.89,6,0,New Zealand,Mount Maunganui,Angelo Mathews
642,73,73,109,66.97,5,0,England,Nottingham,Angelo Mathews
643,44.0,44,54,81.48,3,0,England,Birmingham,Angelo Mathews
644,56.0,56,67,83.58,3,1,England,Bristol,Angelo Mathews
645,67*,67,54,124.07,6,1,England,The Oval,Angelo Mathews
646,13,13,15,86.66,2,0,England,Cardiff,Angelo Mathews
647,0.0,0,4,0.0,0,0,Australia,Colombo (RPS),Angelo Mathews
648,57,57,60,95.0,1,2,Australia,Colombo (RPS),Angelo Mathews
649,2,2,4,50.0,0,0,Australia,Dambulla,Angelo Mathews
650,40.0,40,71,56.33,4,0,Australia,Dambulla,Angelo Mathews
651,52*,52,45,115.55,6,0,India,The Oval,Angelo Mathews
652,39,39,54,72.22,2,1,Pakistan,Cardiff,Angelo Mathews
658,36*,36,50,72.0,1,1,India,Dambulla,Angelo Mathews
659,20.0,20,41,48.78,2,0,India,Pallekele,Angelo Mathews
660,11,11,23,47.82,1,0,India,Pallekele,Angelo Mathews
661,70.0,70,80,87.5,10,0,India,Colombo (RPS),Angelo Mathews
662,55.0,55,98,56.12,4,0,India,Colombo (RPS),Angelo Mathews
663,25*,25,42,59.52,5,0,India,Dharamsala,Angelo Mathews
664,111*,111,132,84.09,9,3,India,Mohali,Angelo Mathews
665,17,17,28,60.71,2,0,India,Visakhapatnam,Angelo Mathews
667,5.0,5,8,62.5,1,0,South Africa,Dambulla,Angelo Mathews
668,79*,79,111,71.17,6,0,South Africa,Dambulla,Angelo Mathews
669,32.0,32,42,76.19,3,1,South Africa,Pallekele,Angelo Mathews
670,22,22,23,95.65,2,1,South Africa,Pallekele,Angelo Mathews
671,97*,97,97,100.0,11,1,South Africa,Colombo (RPS),Angelo Mathews
672,16,16,34,47.05,0,0,Bangladesh,Dubai (DSC),Angelo Mathews
673,22,22,39,56.41,1,0,Afghanistan,Abu Dhabi,Angelo Mathews
674,-1,0,0,0.0,0,0,Sri Lanka,Johannesburg,Anrich Nortje
675,8,8,18,44.44,0,0,Sri Lanka,Centurion,Anrich Nortje
676,-1,0,0,0.0,0,0,Sri Lanka,Port Elizabeth,Anrich Nortje
677,-1,0,0,0.0,0,0,Sri Lanka,Cape Town,Anrich Nortje
699,66.0,66,106,62.26,6,0,Australia,Sharjah,Asghar Afghan
704,40.0,40,91,43.95,3,0,Pakistan,Fatullah,Asghar Afghan
705,90*,90,103,87.37,6,3,Bangladesh,Fatullah,Asghar Afghan
706,27,27,34,79.41,5,0,Sri Lanka,Dhaka,Asghar Afghan
707,5.0,5,7,71.42,0,0,India,Dhaka,Asghar Afghan
716,1,1,7,14.28,0,0,Bangladesh,Canberra,Asghar Afghan
717,54.0,54,57,94.73,5,1,Sri Lanka,Dunedin,Asghar Afghan
719,4,4,10,40.0,0,0,Australia,Perth,Asghar Afghan
720,9,9,18,50.0,2,0,New Zealand,Napier,Asghar Afghan
737,10.0,10,10,100.0,0,1,Bangladesh,Dhaka,Asghar Afghan
738,57,57,95,60.0,4,2,Bangladesh,Dhaka,Asghar Afghan
739,1,1,4,25.0,0,0,Bangladesh,Dhaka,Asghar Afghan
750,2,2,11,18.18,0,0,West Indies,Gros Islet,Asghar Afghan
751,11,11,19,57.89,2,0,West Indies,Gros Islet,Asghar Afghan
752,-1,0,0,0.0,0,0,West Indies,Gros Islet,Asghar Afghan
763,-1,0,0,0.0,0,0,West Indies,Harare,Asghar Afghan
767,1,1,5,20.0,0,0,Sri Lanka,Abu Dhabi,Asghar Afghan
768,8,8,16,50.0,0,0,Bangladesh,Abu Dhabi,Asghar Afghan
769,67.0,67,56,119.64,2,5,Pakistan,Abu Dhabi,Asghar Afghan
770,39,39,47,82.97,2,0,Bangladesh,Abu Dhabi,Asghar Afghan
771,0.0,0,1,0.0,0,0,India,Dubai (DSC),Asghar Afghan
779,5*,5,6,83.33,0,0,Sri Lanka,Harare,Ashley Nurse
781,2,2,3,66.66,0,0,Sri Lanka,Bulawayo,Ashley Nurse
783,21,21,15,140.0,0,2,England,North Sound,Ashley Nurse
784,13,13,10,130.0,2,0,England,North Sound,Ashley Nurse
785,6,6,9,66.66,1,0,England,Bridgetown,Ashley Nurse
786,34*,34,15,226.66,5,1,Pakistan,Providence,Ashley Nurse
787,44.0,44,43,102.32,6,1,Pakistan,Providence,Ashley Nurse
788,10*,10,13,76.92,0,0,Pakistan,Providence,Ashley Nurse
789,12,12,15,80.0,1,0,Afghanistan,Gros Islet,Ashley Nurse
790,-1,0,0,0.0,0,0,Afghanistan,Gros Islet,Ashley Nurse
791,-1,0,0,0.0,0,0,Afghanistan,Gros Islet,Ashley Nurse
792,-1,0,0,0.0,0,0,India,Port of Spain,Ashley Nurse
793,19*,19,25,76.0,1,0,India,Port of Spain,Ashley Nurse
794,6,6,6,100.0,1,0,India,North Sound,Ashley Nurse
795,4,4,12,33.33,0,0,India,North Sound,Ashley Nurse
796,0.0,0,4,0.0,0,0,India,Kingston,Ashley Nurse
797,1,1,8,12.5,0,0,England,Manchester,Ashley Nurse
798,-1,0,0,0.0,0,0,England,Nottingham,Ashley Nurse
799,1,1,5,20.0,0,0,England,Bristol,Ashley Nurse
800,-1,0,0,0.0,0,0,England,The Oval,Ashley Nurse
801,31*,31,12,258.33,3,2,England,Southampton,Ashley Nurse
802,2,2,8,25.0,0,0,New Zealand,Whangarei,Ashley Nurse
803,27,27,33,81.81,3,0,New Zealand,Christchurch,Ashley Nurse
804,1,1,7,14.28,0,0,New Zealand,Christchurch,Ashley Nurse
808,10*,10,15,66.66,0,0,Afghanistan,Harare,Ashley Nurse
811,26*,26,29,89.65,3,0,Afghanistan,Harare,Ashley Nurse
812,7,7,11,63.63,0,0,Bangladesh,Providence,Ashley Nurse
813,3,3,8,37.5,0,0,Bangladesh,Providence,Ashley Nurse
814,5*,5,7,71.42,0,0,Bangladesh,Basseterre,Ashley Nurse
815,2,2,2,100.0,0,0,India,Guwahati,Ashley Nurse
816,5.0,5,7,71.42,0,0,India,Visakhapatnam,Ashley Nurse
817,40.0,40,22,181.81,4,2,India,Pune,Ashley Nurse
818,8,8,13,61.53,1,0,India,Mumbai (BS),Ashley Nurse
819,25*,25,8,312.5,1,3,England,Bridgetown,Ashley Nurse
820,13*,13,16,81.25,0,0,England,Bridgetown,Ashley Nurse
821,-1,0,0,0.0,0,0,England,St George's,Ashley Nurse
822,43,43,41,104.87,5,0,England,St George's,Ashley Nurse
823,-1,0,0,0.0,0,0,England,Gros Islet,Ashley Nurse
825,19,19,17,111.76,0,1,Bangladesh,Dublin,Ashley Nurse
827,14,14,12,116.66,1,0,Bangladesh,Dublin (Malahide),Ashley Nurse
828,-1,0,0,0.0,0,0,Bangladesh,Dublin (Malahide),Ashley Nurse
829,0.0,0,2,0.0,0,0,Australia,Dambulla,Avishka Fernando
830,10.0,10,9,111.11,1,1,South Africa,Centurion,Avishka Fernando
831,23,23,26,88.46,4,0,South Africa,Durban,Avishka Fernando
832,29,29,27,107.4,5,0,South Africa,Port Elizabeth,Avishka Fernando
833,9,9,15,60.0,2,0,South Africa,Cape Town,Avishka Fernando
835,25.0,25,30,83.33,3,0,Sri Lanka,Dambulla,Babar Azam 
836,12,12,19,63.15,1,0,Sri Lanka,Pallekele,Babar Azam 
837,62*,62,62,100.0,2,4,England,Abu Dhabi,Babar Azam 
838,4,4,6,66.66,0,0,England,Abu Dhabi,Babar Azam 
839,22,22,30,73.33,2,0,England,Sharjah,Babar Azam 
840,51,51,51,100.0,5,1,England,Dubai (DSC),Babar Azam 
841,62.0,62,76,81.57,6,0,New Zealand,Wellington,Babar Azam 
842,83,83,77,107.79,10,1,New Zealand,Auckland,Babar Azam 
844,40.0,40,42,95.23,4,0,England,Southampton,Babar Azam 
845,30.0,30,33,90.9,5,0,England,Lord's,Babar Azam 
846,9,9,19,47.36,0,0,England,Nottingham,Babar Azam 
847,12,12,21,57.14,0,0,England,Leeds,Babar Azam 
848,31,31,29,106.89,6,0,England,Cardiff,Babar Azam 
849,120.0,120,131,91.6,8,3,West Indies,Sharjah,Babar Azam 
850,123,123,126,97.61,9,1,West Indies,Sharjah,Babar Azam 
851,117,117,106,110.37,8,1,West Indies,Abu Dhabi,Babar Azam 
852,33,33,46,71.73,3,0,Australia,Brisbane,Babar Azam 
853,34,34,49,69.38,5,0,Australia,Melbourne,Babar Azam 
854,84.0,84,100,84.0,4,1,Australia,Perth,Babar Azam 
855,31,31,39,79.48,4,0,Australia,Sydney,Babar Azam 
856,100.0,100,109,91.74,7,1,Australia,Adelaide,Babar Azam 
857,13,13,21,61.9,0,0,West Indies,Providence,Babar Azam 
858,125*,125,132,94.69,7,3,West Indies,Providence,Babar Azam 
859,16,16,22,72.72,3,0,West Indies,Providence,Babar Azam 
860,8,8,12,66.66,1,0,India,Birmingham,Babar Azam 
861,31*,31,51,60.78,4,0,South Africa,Birmingham,Babar Azam 
862,10.0,10,18,55.55,1,0,Sri Lanka,Cardiff,Babar Azam 
863,38*,38,45,84.44,2,1,England,Cardiff,Babar Azam 
864,46.0,46,52,88.46,4,0,India,The Oval,Babar Azam 
865,103,103,131,78.62,5,0,Sri Lanka,Dubai (DSC),Babar Azam 
866,101.0,101,133,75.93,6,0,Sri Lanka,Abu Dhabi,Babar Azam 
867,30.0,30,39,76.92,1,0,Sri Lanka,Abu Dhabi,Babar Azam 
868,69*,69,101,68.31,5,0,Sri Lanka,Sharjah,Babar Azam 
869,-1,0,0,0.0,0,0,Sri Lanka,Sharjah,Babar Azam 
870,0.0,0,1,0.0,0,0,New Zealand,Wellington,Babar Azam 
871,10.0,10,17,58.82,2,0,New Zealand,Nelson,Babar Azam 
872,8,8,28,28.57,1,0,New Zealand,Dunedin,Babar Azam 
873,3,3,9,33.33,0,0,New Zealand,Hamilton,Babar Azam 
874,10.0,10,21,47.61,2,0,New Zealand,Wellington,Babar Azam 
881,47,47,62,75.8,6,0,India,Dubai (DSC),Babar Azam 
882,66.0,66,94,70.21,4,1,Afghanistan,Abu Dhabi,Babar Azam 
883,9,9,25,36.0,0,0,India,Dubai (DSC),Babar Azam 
884,1,1,3,33.33,0,0,Bangladesh,Abu Dhabi,Babar Azam 
885,0.0,0,1,0.0,0,0,New Zealand,Abu Dhabi,Babar Azam 
886,46.0,46,50,92.0,5,0,New Zealand,Abu Dhabi,Babar Azam 
887,92.0,92,100,92.0,4,1,New Zealand,Dubai (DSC),Babar Azam 
888,49,49,69,71.01,5,0,South Africa,Port Elizabeth,Babar Azam 
889,12,12,15,80.0,2,0,South Africa,Durban,Babar Azam 
890,69,69,72,95.83,7,1,South Africa,Centurion,Babar Azam 
891,41*,41,53,77.35,2,0,South Africa,Johannesburg,Babar Azam 
892,24.0,24,25,96.0,4,0,South Africa,Cape Town,Babar Azam 
893,16,16,20,80.0,3,0,England,The Oval,Babar Azam 
894,51,51,52,98.07,1,0,England,Southampton,Babar Azam 
895,15,15,11,136.36,3,0,England,Bristol,Babar Azam 
896,115.0,115,112,102.67,13,1,England,Nottingham,Babar Azam 
897,-1,0,0,0.0,0,0,England,Leeds,Babar Azam 
899,-1,0,0,0.0,0,0,India,Chester-le-Street,Ben Stokes
900,-1,0,0,0.0,0,0,India,Southampton,Ben Stokes
901,20.0,20,31,64.51,0,1,India,The Oval,Ben Stokes
902,7,7,11,63.63,1,0,India,Lord's,Ben Stokes
904,5.0,5,7,71.42,0,0,Australia,Manchester,Ben Stokes
905,-1,0,0,0.0,0,0,Australia,Birmingham,Ben Stokes
906,25.0,25,29,86.2,3,0,Australia,Cardiff,Ben Stokes
907,27,27,25,108.0,2,1,Australia,Southampton,Ben Stokes
908,21,21,20,105.0,2,0,Australia,Melbourne,Ben Stokes
909,0.0,0,1,0.0,0,0,Australia,Brisbane,Ben Stokes
910,15,15,39,38.46,0,0,Australia,Sydney,Ben Stokes
911,70.0,70,84,83.33,6,1,Australia,Perth,Ben Stokes
912,0.0,0,6,0.0,0,0,Australia,Adelaide,Ben Stokes
913,5.0,5,7,71.42,0,0,West Indies,North Sound,Ben Stokes
914,4,4,9,44.44,0,0,West Indies,North Sound,Ben Stokes
915,0.0,0,1,0.0,0,0,West Indies,North Sound,Ben Stokes
916,23,23,29,79.31,3,0,India,Cardiff,Ben Stokes
917,2,2,7,28.57,0,0,India,Nottingham,Ben Stokes
918,33*,33,23,143.47,3,2,India,Leeds,Ben Stokes
919,16,16,27,59.25,0,0,Sri Lanka,Colombo (RPS),Ben Stokes
920,-1,0,0,0.0,0,0,Sri Lanka,Hambantota,Ben Stokes
921,6,6,6,100.0,1,0,Sri Lanka,Colombo (RPS),Ben Stokes
922,10.0,10,15,66.66,1,0,New Zealand,Birmingham,Ben Stokes
923,28.0,28,17,164.7,2,1,New Zealand,The Oval,Ben Stokes
924,68.0,68,47,144.68,7,2,New Zealand,Southampton,Ben Stokes
925,19*,19,12,158.33,2,1,New Zealand,Nottingham,Ben Stokes
926,17,17,13,130.76,3,0,New Zealand,Chester-le-Street,Ben Stokes
927,13,13,23,56.52,1,0,Australia,Southampton,Ben Stokes
928,10.0,10,7,142.85,1,0,Australia,Lord's,Ben Stokes
929,14,14,20,70.0,1,0,Australia,Manchester,Ben Stokes
930,41,41,54,75.92,5,0,Australia,Leeds,Ben Stokes
931,42.0,42,51,82.35,6,1,Australia,Manchester,Ben Stokes
932,57,57,38,150.0,4,3,South Africa,Bloemfontein,Ben Stokes
933,0.0,0,6,0.0,0,0,South Africa,Port Elizabeth,Ben Stokes
